name,address,postal_code,country,region,latitude,longitude,check_in,check_out,price,currency,rating,num_reviews,availability,stars,type,persons,room_type,nota_personal,nota_facilităţi,nota_curăţenie,nota_confort,nota_raport_calitate/preţ,nota_locaţie,nota_wifi_gratuit,vedere_la_oras,menaj_zilnic,canale_prin_satelit,zona_de_luat_masa_in_aer_liber,cada,facilitati_de_calcat,izolare_fonica,terasa_la_soare,pardoseala_de_gresie/marmura,papuci_de_casa,uscator_de_rufe,animale_de_companie,incalzire,birou,mobilier_exterior,alarma_de_fum,vedere_la_gradina,cuptor,cuptor_cu_microunde,zona_de_relaxare,canapea,intrare_privata,fier_de_calcat,masina_de_cafea,plita_de_gatit,extinctoare,cana_fierbator,gradina,ustensile_de_bucatarie,masina_de_spalat,balcon,pardoseala_de_lemn_sau_parchet,aparat_pentru_prepararea_de_ceai/cafea,zona_de_luat_masa,canale_prin_cablu,aer_conditionat,masa,suport_de_haine,cada_sau_dus,frigider,mic_dejun
Iancina House,"Jurilovca Township, Sălcioara Village, strada Principală, 827116 Salcioara, România",827116.0,România,Tulcea,44.793884,28.8940557,Disponibil 24 de ore,Disponibil 24 de ore,855.0, lei,9.0,3,True,3.0,holiday_home,3.0,Casă cu 3 dormitoare,9.2,8.3,10.0,9.2,10.0,9.2,0.0,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False
PENSIUNEA CAMELIA,"Str. Republicii NR 74, 827005 Baia, România",827005.0,România,Constanţa,44.740697,28.6843018,De la 15:00 la 21:30,De la 08:00 la 11:00,260.0, lei,9.1,76,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,9.8,9.3,9.6,9.5,9.2,8.2,9.2,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False
Garsoniera Daniela,"Calea lui Traian, Călimăneşti, România",,România,Vâlcea,45.2432318,24.3395792,De la 14:00 la 20:00,De la 10:00 la 11:00,180.0, lei,7.0,1,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,7.5,5.0,10.0,7.5,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vila Brazilor,"Calea lui Traian, nr. 451, 245600 Căciulata, România",245600.0,România,Vâlcea,45.2574815,24.3307362,De la 12:00 la 23:30,De la 08:00 la 11:00,220.0, lei,8.9,30,True,3.0,guest_house,2.0,Cameră dublă,9.3,8.7,9.3,8.9,9.0,9.0,8.8,True,False,False,True,True,False,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False
Hotel Carolin,"str Calea lui Traian nr. 686, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.244919,24.339724,De la 15:00 la 00:00,De la 10:00 la 11:00,800.0, lei,9.2,351,True,4.0,hotel,2.0,Cameră twin Deluxe,9.1,9.2,9.6,9.5,8.7,9.2,9.1,True,True,True,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False
Casa Noastră,"38 Strada Alexandru Ioan Cuza, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2389497,24.3376647,De la 14:00 la 20:00,De la 10:00 la 12:00,160.0, lei,8.7,20,True,3.0,homestay,2.0,Cameră dublă,9.4,8.6,8.8,9.3,9.0,8.4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False
1 Mai,"Strada 1 Mai, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2413416,24.3397131,De la 14:00 la 00:00,De la 07:00 la 11:00,184.0, lei,8.3,19,True,3.0,homestay,2.0,Cameră King standard,8.8,8.9,9.0,9.2,8.6,9.2,10.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False
Apartament Diana,"Strada Aurel Vlaicu, bl. 6A, sc.B, Ap.18, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.239101,24.3398608,,,350.0, lei,8.7,10,True,3.0,apartment,4.0,Apartament cu 2 dormitoare,9.0,8.3,8.8,8.0,8.0,8.1,0.0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True,False
RIVER Hotel & SPA,"Teilor 12-13 Caciulata, 245601 Călimăneşti, România",245601.0,România,Vâlcea,45.2685841,24.3195876,De la 15:00 la 00:00,De la 00:00 la 11:00,550.0, lei,9.7,1646,True,3.0,hotel,2.0,Cameră King standard,9.7,9.6,9.8,9.7,9.4,9.6,8.9,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False
Apartament Mattias,"Strada Pietei,Nr.37,Bloc R2,Scara C,Ap.13, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2413127,24.3428821,,,330.0, lei,9.3,67,True,3.0,apartment,5.0,Apartament cu 2 dormitoare,9.5,9.4,9.4,9.4,9.5,9.3,10.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,False
Casa Krem,"403 Calea lui Traian, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2374275,24.3402987,De la 15:00 la 18:00,De la 08:00 la 11:00,175.0, lei,7.8,4,True,3.0,guest_house,2.0,Cameră dublă,8.1,8.1,8.8,7.5,8.1,8.1,10.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False
Casa cu zorele,"41 Strada Horia, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2330861,24.3395664,De la 14:00 la 19:00,De la 08:00 la 11:00,272.0, lei,10.0,2,True,3.0,apartment,2.0,Apartament,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Casa Christian,"7 Strada Șerban Cantacuzino, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2389598,24.3423716,De la 14:00 la 22:00,De la 11:00 la 12:00,138.0, lei,9.2,25,True,3.0,guest_house,2.0,Cameră Deluxe (2 adulți + 1 copil),9.8,9.2,9.3,9.0,9.2,9.3,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
Happy Home,"Calea lui Traian 108, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.233344,24.3403731,De la 14:00 la 00:00,De la 00:00 la 11:00,521.0, lei,9.3,121,True,3.0,guest_house,2.0,Cameră Queen cu vedere spre grădină,9.8,9.1,9.5,9.3,8.9,8.7,10.0,False,True,False,True,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,True,False
Casa Nataly,"Str. Preot Dumitru Sandu, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.225222,24.3521619,De la 15:00 la 18:00,De la 08:00 la 11:00,202.0, lei,9.0,1,True,3.0,homestay,2.0,Cameră dublă cu vedere la grădină.,10.0,7.5,10.0,10.0,10.0,10.0,10.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False
Casa Beatrice,"7 Strada Popa Șapcă, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2245375,24.3526634,De la 15:00 la 18:00,De la 08:00 la 12:00,504.0, lei,9.8,28,True,3.0,holiday_home,2.0,Casă cu 3 dormitoare,9.8,9.6,9.8,9.9,9.6,9.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,True,False
La Mateo,"Strada 24 Ianuarie, Nr 221, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2399237,24.371419,De la 10:00 la 20:00,De la 08:00 la 11:00,190.0, lei,9.3,186,True,3.0,guest_house,2.0,Cameră Queen cu balcon,9.6,9.2,9.5,9.3,9.3,8.9,8.6,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False
"Cabana din Livada, Călimănești","Valea bodi Nr 54, 260250 Sălătrucel, România",260250.0,România,Vâlcea,45.2484821,24.376629,De la 13:00 la 18:00,De la 08:00 la 11:00,900.0, lei,9.3,6,True,3.0,chalet,9.0,Chalet,9.6,9.6,9.2,8.8,8.8,8.8,0.0,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False
"La 3 stejari, Călimănești","Strada Valea Bodi, Nr. 46 Sat. Sălătrucel, Jud. Vâlcea, Str. Valea Bodi, Nr. 46, 247585 Sălătrucel, România",247585.0,România,Vâlcea,45.2473227,24.3776054,Disponibil 24 de ore,Până la 10:00,148.0, lei,8.9,55,True,3.0,camping,2.0,Cameră King cu vedere la munte,9.5,8.4,9.0,8.6,8.8,9.2,9.2,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False
Tiny Heaven Cabin,"Strada Principala, Sat Serbanesti, 247585 Călimăneşti, România",247585.0,România,Vâlcea,45.2712332,24.3804879,De la 14:00 la 23:30,De la 06:00 la 12:00,360.0, lei,9.9,32,True,3.0,holiday_home,4.0,Casă cu 1 dormitor,10.0,9.8,9.8,10.0,9.7,9.8,10.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False
POIANA MARAMURESEANA,"320 Calea lui Traian, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2059672,24.3722415,De la 14:00 la 22:00,De la 08:00 la 12:00,665.0, lei,9.1,17,True,3.0,inn,4.0,Cameră cvadruplă cu vedere la grădină,9.7,8.7,9.6,9.1,9.6,8.8,10.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,False,False
Stelele Coziei,"Jud Valcea , com Salatrucel , sat Seaca , str Preotesti, 247585 Valcea, România",247585.0,România,Argeş,45.2649862,24.4043537,De la 14:00 la 18:00,De la 08:00 la 11:00,390.0, lei,9.6,55,True,3.0,camping,2.0,Căsuţă cu vedere spre grădină,9.9,9.7,9.6,9.5,9.4,9.9,8.8,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,True,True,True,False
Casa cu zorele,"41 Strada Horia, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2330861,24.3395664,De la 14:00 la 19:00,De la 08:00 la 11:00,295.0, lei,10.0,2,True,3.0,apartment,2.0,Apartament,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Happy Home,"Calea lui Traian 108, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.233344,24.3403731,De la 14:00 la 00:00,De la 00:00 la 11:00,566.0, lei,9.3,121,True,3.0,guest_house,2.0,Cameră Queen cu vedere spre grădină,9.8,9.1,9.5,9.3,8.9,8.7,10.0,False,True,False,True,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,True,False
Casa Decebal,"Strada Decebal nr.3, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2399147,24.3395757,De la 14:00 la 20:00,De la 08:00 la 12:00,160.0, lei,9.0,27,True,3.0,guest_house,2.0,Cameră dublă,9.4,8.1,9.6,9.2,9.5,8.8,7.5,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False
Casa Christian,"7 Strada Șerban Cantacuzino, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2389598,24.3423716,De la 14:00 la 22:00,De la 11:00 la 12:00,150.0, lei,9.2,25,True,3.0,guest_house,2.0,Cameră Deluxe (2 adulți + 1 copil),9.8,9.2,9.3,9.0,9.2,9.3,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
Casa Nataly,"Str. Preot Dumitru Sandu, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.225222,24.3521619,De la 15:00 la 18:00,De la 08:00 la 11:00,220.0, lei,9.0,1,True,3.0,homestay,2.0,Cameră dublă cu balcon,10.0,7.5,10.0,10.0,10.0,10.0,10.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False
1 Mai,"Strada 1 Mai, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2413416,24.3397131,De la 14:00 la 00:00,De la 07:00 la 11:00,200.0, lei,8.3,19,True,3.0,homestay,2.0,Cameră King standard,8.8,8.9,9.0,9.2,8.6,9.2,10.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False
Stefan,"Calea lui Traian, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2419024,24.3427572,De la 12:00 la 21:00,De la 08:00 la 11:00,315.0, lei,9.2,23,True,3.0,apartment,4.0,Apartament cu 2 dormitoare,9.6,9.0,9.2,9.3,9.0,9.1,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Bogdan si Raluca,"16Februarie nr. 26 C, 245600 Călimăneşti, România",245600.0,România,Vâlcea,45.2471997,24.3450942,De la 12:00 la 21:00,De la 09:00 la 12:00,150.0, lei,9.4,85,True,3.0,guest_house,2.0,Cameră dublă Deluxe (2 adulți și 1 copil),9.7,9.4,9.7,9.5,9.4,8.9,0.0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,True,False,True,False
Hotel Olanesti & Spa Medical,"Str. Bailor, Nr. 10, 245300 Băile Olăneşti, România",245300.0,România,Vâlcea,45.2028187,24.2431824,De la 14:00 la 00:00,De la 07:00 la 12:00,560.0, lei,8.0,1357,True,4.0,hotel,2.0,Cameră dublă cu acces la spa,8.5,7.8,8.2,8.2,6.9,8.3,7.3,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
"Casa de pe lac Fedelesoiu ,","258 Calea lui Traian, 247065 Râmnicu Vâlcea, România",247065.0,România,Vâlcea,45.1542035,24.3798111,,,600.0, lei,9.6,20,True,3.0,villa,10.0,Vilă,9.9,9.5,9.2,9.4,9.7,9.6,0.0,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False
Pensiunea Berg Hill,"Strada Cheia 212, 245300 Băile Olăneşti, România",245300.0,România,Vâlcea,45.1912563,24.2013127,De la 14:00 la 23:00,De la 06:00 la 11:00,294.0, lei,9.9,19,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,9.7,10.0,10.0,10.0,9.5,9.9,10.0,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
Hotel Tisa,"Strada Libertatii, Nr. 2A, 245000 Băile Olăneşti, România",245000.0,România,Vâlcea,45.2044924,24.2373848,De la 16:00 la 23:00,De la 08:00 la 12:00,435.0, lei,8.6,774,True,3.0,hotel,2.0,"Cameră dublă standard în clădirea B, cu acces la piscină",8.9,8.4,8.7,8.6,8.0,8.8,7.2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False
Casa Daria,"Sat Malu Alb, com Bujoreni, str Barajului nr46 jud Vâlcea, 247069 Râmnicu Vâlcea, România",247069.0,România,Vâlcea,45.1348505,24.3792006,De la 14:00 la 22:00,De la 08:00 la 11:00,200.0, lei,9.0,3,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,10.0,9.2,10.0,7.5,9.2,7.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,True,False
CASUTA MAGICA,"Str.Principala 92 pausesti maglasi, 247470 Păuşeşti-Măglaşi, România",247470.0,România,Vâlcea,45.1324599,24.2578431,De la 12:30 la 22:00,De la 09:30 la 11:00,180.0, lei,10.0,2,True,3.0,farm_holiday,2.0,Cameră dublă cu baie privată,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,False,True,True,False,False
Green Nest,"21 Strada Eroilor, 245500 Brezoi, România",245500.0,România,Vâlcea,45.334797,24.2699835,De la 15:00 la 21:00,Disponibil 24 de ore,630.0, lei,9.7,6,True,3.0,holiday_home,2.0,Casă cu 2 dormitoare,10.0,9.6,9.6,9.6,9.6,9.6,0.0,False,False,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False
Pensiunea White Department,"Str Principala, 247470 Vlădeşti, România",247470.0,România,Vâlcea,45.1253794,24.2771313,De la 14:00 la 22:00,Disponibil 24 de ore,225.0, lei,9.3,92,True,3.0,guest_house,2.0,Cameră dublă Deluxe cu balcon,9.4,9.2,9.3,9.5,9.3,9.3,10.0,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,False
Pensiunea Noel,"Libertatii 46, 245300 Băile Olăneşti, România",245300.0,România,Vâlcea,45.2018164,24.2426339,De la 14:00 la 20:00,De la 08:00 la 12:00,900.0, lei,9.2,269,True,4.0,guest_house,2.0,Apartament penthouse,9.1,9.1,9.3,9.4,8.9,9.2,9.4,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False
Marya's,"Strada Regina Maria 25, bl P1, sc C, ap 12, 240713 Râmnicu Vâlcea, România",240713.0,România,Vâlcea,45.1027157,24.3710229,De la 16:00,De la 11:00 la 13:00,180.0, lei,9.3,119,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.4,9.2,9.3,9.4,9.6,9.4,8.8,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False
Apartament 3 camere In centru,"Strada Gib Mihăescu nr 5 Bloc f2 scara a apartament 2, 240142 Râmnicu Vâlcea, România",240142.0,România,Vâlcea,45.101908,24.3678462,De la 15:00,Până la 11:00,396.0, lei,9.6,5,True,3.0,apartment,5.0,Apartament cu 2 dormitoare,9.0,9.5,10.0,9.5,9.5,10.0,10.0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False
Teo apartament Centru,"Strada General Magheru Nr 8 bl S1sc B etaj 7, Argintari, România",,România,Vâlcea,45.1006091,24.3664822,De la 15:00 la 23:00,De la 05:00 la 11:00,360.0, lei,9.7,3,True,3.0,apartment,4.0,Apartament cu 2 dormitoare,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Studio Rm Vâlcea,"39 Strada Inătești, 245900 Râmnicu Vâlcea, România",245900.0,România,Vâlcea,45.0986205,24.3562793,Disponibil 24 de ore,Disponibil 24 de ore,225.0, lei,9.4,14,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.5,9.3,9.1,9.6,9.3,8.2,0.0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,False
Apartament Ultracentral,"2 Strada Antim Ivireanu, Râmnicu Vâlcea, România",,România,Vâlcea,45.0998669,24.3614719,De la 13:00 la 21:00,De la 07:00 la 12:00,245.0, lei,9.1,18,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.7,8.9,8.9,8.8,9.0,9.4,2.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Apartament Central,"Aleea Olănești, 240092 Râmnicu Vâlcea, România",240092.0,România,Vâlcea,45.0993959,24.3658417,,,275.0, lei,9.7,33,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,9.6,9.5,9.6,9.5,9.6,9.4,10.0,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False
Carlitos apt,"Aleea Teilor nr 4 Et. 1 apt 6, 240077 Râmnicu Vâlcea, România",240077.0,România,Vâlcea,45.0995727,24.3694049,De la 15:00 la 18:00,De la 08:00 la 11:00,250.0, lei,9.0,31,True,3.0,apartment,5.0,Apartament cu 2 dormitoare,9.4,9.0,8.9,9.1,9.3,9.1,0.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,False
Roxana apartament,"Aleea Muzicii nr 2 bl ro2 et1 ap7, 240762 Râmnicu Vâlcea, România",240762.0,România,Vâlcea,45.0999754,24.3725056,De la 15:00 la 22:00,De la 08:00 la 11:00,248.0, lei,8.9,41,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,9.5,8.7,8.7,8.8,9.0,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Ana Apartament,"Dacia Nr 5, 240093 Râmnicu Vâlcea, România",240093.0,România,Vâlcea,45.0989077,24.3642464,De la 14:00 la 00:00,De la 08:00 la 12:00,230.0, lei,9.5,157,True,3.0,apartment,4.0,Apartament cu 1 dormitor,9.7,9.5,9.7,9.6,9.6,9.3,10.0,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False
Sole Boutique,"26 Bulevardul Dem Radulescu, Râmnicu Vâlcea, România",,România,Vâlcea,45.0810344,24.3653536,De la 15:00 la 18:00,De la 08:00 la 11:00,270.0, lei,9.0,1,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,10.0,7.5,10.0,10.0,7.5,7.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,True,True,False,False,True,False
Mariem,"Str Helesteu nr 12 , Brezoi -Valcea, Brezoi, România",,România,Vâlcea,45.3490792,24.1813252,De la 15:00 la 18:00,De la 08:00 la 11:00,160.0, lei,8.8,15,True,3.0,guest_house,2.0,Cameră de familie cu baie privată,9.2,8.4,9.2,8.0,8.8,8.6,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Casa NITU,"sat Racovita, Racoviţa, România",,România,Vâlcea,45.0774733,24.3924165,De la 14:00 la 00:00,De la 08:00 la 12:00,630.0, lei,9.3,17,True,3.0,villa,6.0,Vilă cu 3 dormitoare,10.0,9.7,9.5,9.7,9.4,8.9,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
K'RAMAN,"Strada Drumul Gării Nr. 1A, 240431 Râmnicu Vâlcea, România",240431.0,România,Vâlcea,45.071928,24.318514,De la 14:00 la 23:00,De la 08:00 la 12:00,350.0, lei,9.9,44,True,3.0,guest_house,2.0,Cameră dublă standard,9.9,9.9,9.9,9.9,9.9,9.6,10.0,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False
Pensiunea Andrei,"Strada Drumul Garii, Nr. 2A, 240431 Râmnicu Vâlcea, România",240431.0,România,Vâlcea,45.0715203,24.3183446,De la 15:00 la 22:00,De la 06:00 la 12:00,333.0, lei,9.5,115,True,3.0,guest_house,2.0,Cameră dublă,9.7,9.4,9.5,9.5,9.4,9.1,8.9,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,True,False,True,False
Pensiunea Valu,"Strada Principala 254, 247025 Bărbăteşti, România",247025.0,România,Vâlcea,45.1732765,24.1169671,De la 15:00 la 18:00,De la 08:00 la 11:00,200.0, lei,10.0,1,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False,True,True,False,False,False,True,True,True,False
Stablo guest house,"Cicănești, 117245 Bărăşti, România",117245.0,România,Argeş,45.2482396,24.5865401,De la 15:00 la 23:00,De la 08:00 la 12:00,850.0, lei,9.9,51,True,3.0,aparthotel,4.0,Casă de vacanță,10.0,9.9,9.9,9.9,9.7,9.8,10.0,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False
